,loan_id,gender,disbursemet_date,currency,country,sex,is_employed,job,location,loan_amount,number_of_defaults,outstanding_balance,interest_rate,age,number_of_defaults,remaining term,salary,marital_status,age,Loan Status
28897,14999e57-dba8-454d-ab88-aa63cf047350,male,2021 03 07,USD,Zimbabwe,male,True,Doctor,Chipinge,34000.0,0,44668.23848408976,0.22,48,0,60,3308.6335463976716,married,48,Did not default
28898,f2cb8ba9-904c-4e83-b884-66e3fb2dadbe,other,2022 09 14,USD,Zimbabwe,other,True,Software Developer,Masvingo,32000.0,1,33447.49235341002,0.22,44,1,55,2879.5270220669054,married,44,Did not default
28899,f945721f-f97b-47d1-8363-0a5fdd94583f,female,2023 02 02,USD,Zimbabwe,female,True,Software Developer,Nyanga,21000.0,0,36150.119598768826,0.21,36,0,65,2972.3776142331535,divorced,36,Did not default
28900,ab6a9960-ac37-4614-870f-f72a2a23b59f,female,2020 04 08,USD,Zimbabwe,female,True,Accountant,Marondera,29000.0,0,44504.37469844747,0.2,36,0,58,3072.4422515553006,divorced,36,Did not default
28901,9c2d48e1-c77d-4ea2-a888-f572d40bbac4,male,2023 05 08,USD,Zimbabwe,male,True,Engineer,   Bulawayo ,58000.0,0,38210.13872481653,0.22,39,0,43,2925.18064309108,divorced,39,Did not default
28902,f87affe6-5a2c-4027-bb72-5aa4cbddd562,other,2023 11 10,USD,Zimbabwe,other,True,Data Analyst,Marondera,23000.0,1,27628.763085073795,0.23,40,1,54,2945.13585268773,divorced,40,Did not default
28903,7db5672a-8cb3-42e5-ba46-1230dfd4e114,female,2021 11 24,USD,Zimbabwe,female,True,Data Analyst,Gweru,36000.0,0,29884.578976103538,0.22,40,0,38,2286.441983950776,married,40,Did not default
28904,574b289c-ad26-4d12-b7b9-9dc90cb48148,female,2021 12 04,USD,Zimbabwe,female,True,Engineer,Plumtree,9000.0,0,24430.027157854758,0.23,45,0,61,2230.5049343340593,married,45,Did not default
28905,79463a0f-b8b6-474e-991d-489583ed4562,female,2023 11 29,USD,Zimbabwe,female,True,SoftwareDeveloper,Mutare,13000.0,2,29579.736893536523,0.24,46,2,58,2430.0328481941488,married,46,Did not default
28906,b20cd2d0-93e1-44c2-b15e-19d045004da4,female,2020 06 07,USD,Zimbabwe,female,True,Data Scientist,Chimanimani,52000.0,1,44166.24254275304,0.24,44,1,53,3549.841524276355,married,44,Did not default
28907,c8e9e2e6-ae98-4c7c-a884-2c0c92df29f3,other,2023 12 28,USD,Zimbabwe,other,True,Lawyer,Nyanga,5000.0,2,25018.217547389573,0.16,34,2,39,1925.6732992147522,married,34,Defaulted
28908,1f2ac2e2-1e8d-4ee3-a701-7e3d024ae514,male,2021 11 21,USD,Zimbabwe,male,True,Nurse,Masvingo,18000.0,0,31531.225336384025,0.19,51,0,38,1976.1735889565048,single,51,Did not default
28909,eab6c34b-08c4-4455-b97c-55508e17cbed,other,2020 11 02,USD,Zimbabwe,other,True,Engineer,Mutare,30000.0,1,46866.23296685472,0.2,46,1,75,3338.5917117672625,married,46,Did not default
28910,7e461798-6c57-4b06-b3b0-26b2f54f52c4,other,2022 01 17,USD,Zimbabwe,other,True,Teacher,Mutare,34000.0,0,44044.82018390675,0.22,43,0,65,3617.924863649011,married,43,Did not default
28911,02fc48d9-ea0c-46ec-8557-84cea9d37ec1,female,2022 09 20,USD,Zimbabwe,female,True,SoftwareDeveloper,Shurugwi,58000.0,2,34111.436602230635,0.21,41,2,48,3054.992264493818,divorced,41,Defaulted
28912,f61d82f3-8cdb-410d-be61-3c7c332d146e,other,2023 02 12,USD,Zimbabwe,other,True,Engineer,Masvingo,22000.0,1,30747.639336948036,0.21,43,1,65,2868.9281794048366,married,43,Did not default
28913,402ca5dc-713b-4e3e-ac1d-2f025b939ec1,other,2023 04 26,USD,Zimbabwe,other,True,Accountant,Gweru,14000.0,0,29948.030350464775,0.18,38,0,61,2575.692703412309, ,38,Defaulted
28914,bd842d6d-c6eb-45ba-b8ff-e8c2ec5c5141,other,2023 11 01,USD,Zimbabwe,other,True,Lawyer,Kwekwe,37000.0,0,57235.32928034552,0.23,38,0,60,3623.5506828039415,divorced,38,Did not default
28915,dec7b637-88d0-4516-b1b4-acc395987d2a,other,2022 04 06,USD,Zimbabwe,other,True,Doctor,Chiredzi,33000.0,0,41065.8018039445,0.2,41,0,61,3151.435253323327,divorced,41,Did not default
28916,41fd815a-a271-499d-a740-762595553cb3,female,2023 05 27,USD,Zimbabwe,female,True,Doctor,Nyanga,39000.0,0,28368.58238040982,0.2,42,0,42,2452.6529494415217,married,42,Did not default
28917,468f9a23-5452-4b8f-9a01-24b830a27493,female,2020 04 17,USD,Zimbabwe,female,True,Data Analyst,Beitbridge,28000.0,0,40999.04608284277,0.22,41,0,72,3581.122231986884,married,41,Did not default
28918,f43cb0de-d5ff-47f7-8d35-8910517d2699,male,2021 01 09,USD,Zimbabwe,male,True,Nurse,Masvingo,25000.0,0,38919.5182097121,0.22,44,0,69,3031.5823846556486,married,44,Did not default
28919,dc21e3c9-b704-4250-9751-b303e4656806,female,2023 04 11,USD,Zimbabwe,female,True,Data Analyst,Bulawayo,37000.0,1,32733.9229919968,0.2,46,1,64,3241.138405669407,single,46,Did not default
28920,11c38da0-080c-47c9-9c86-91614c115fd8,other,2020 04 22,USD,Zimbabwe,other,True,Engineer,Mutare,20000.0,1,29267.7254427815,0.21,42,1,57,2572.984014382235,married,42,Did not default
28921,444a2e5a-7e5f-4f1b-a9f0-6fe09c578b72,other,2021 08 21,USD,Zimbabwe,other,True,Data Analyst,Chipinge,37000.0,1,40288.53190618036,0.21,44,1,59   ,3127.418518492659,married,44,Defaulted
28922,bf18a205-a1da-40af-a9a2-6714c0a8b3a1,other,2022 12 07,USD,Zimbabwe,other,True,Software Developer,Beitbridge,43000.0,0,27097.778130682113,0.21,47,0,58,3112.3477176630404,married,47,Did not default
28923,78cce095-ccbe-4f91-89de-45175bcf755b,female,2023 11 30,USD,Zimbabwe,female,True,Lawyer,Kadoma,32000.0,0,34548.6966636484,0.22,37,0,58,3359.2488485357235,divorced,37,Did not default
28924,f85259a0-6a79-4822-8af6-80d83a7bf10c,male,2022 08 29,USD,Zimbabwe,male,True,Teacher,Chimanimani,55000.0,0,44008.52321509067,0.24,42,0,42,2774.4995465280117,married,42,Did not default
28925,40832278-7620-4a26-8c6f-72ba5292ccea,other,2022 12 26,USD,Zimbabwe,other,True,Accountant,Rusape,43000.0,0,38818.237194472924,0.22,43,0,60,3678.9704795678745,divorced,43,Did not default
28926,647b0e1b-c36d-48fc-93df-78d21ff7cdeb,male,2020 09 17,USD,Zimbabwe,male,True,Nurse,Kwekwe,19000.0,0,29151.84543914317,0.22,40,0,36,2001.4427851040218,divorced,40,Defaulted
28927,1ee25b63-fff7-4be6-ba30-66932990c552,other,2021 08 28,USD,Zimbabwe,other,True,Data Analyst,Beitbridge,29000.0,2,34381.40110478658,0.21,48,2,66,3250.61495836425,single,48,Did not default
28928,9ec2d864-48c4-4709-b75f-0a4507418206,female,2020 05 24,USD,Zimbabwe,female,False,,Kadoma,19000.0,0,32866.281726599045,0.2,38,0,58,2557.4513471942228,divorced,38,Did not default
28929,487f0dd7-8da8-42af-afc8-bfdc616410c9,female,2022 04 25,USD,Zimbabwe,female,True,Data Analyst,Kadoma,41000.0,0,68175.46968129635,0.24,38,0,45,3044.603264442918,divorced,38,Did not default
28930,5bd35d9a-a47c-47e9-a34f-c0a9ca0cca21,female,2023 04 08,USD,Zimbabwe,female,True,Accountant,Marondera,68000.0,0,55338.49824200089,0.21,48,0,41,2772.6035597395867,married,48,Defaulted
28931,8cfd51af-2278-4dc9-9445-b346459e313c,male,2021 11 08,USD,Zimbabwe,male,True,Nurse,Rusape,44000.0,0,55134.67949283707,0.21,51,0,45,2455.74707279711,single,51,Did not default
28932,094300e8-68e2-4bf8-a73d-030477298f2a,other,2023 11 22,USD,Zimbabwe,other,True,Teacher,Karoi,52000.0,1,51600.0097985078,0.22,44,1,62,3745.372113169461,married,44,Defaulted
28933,43e32526-101b-4934-ad4e-44550ef6cab9,other,2021 01 27,USD,Zimbabwe,other,True,Engineer,Rusape,6000.0,0,28584.26921915667,0.19,36,0,76,2244.1577155809023,divorced,36,Did not default
28934,c48300e1-1ccf-43d1-9d76-501bde692d37,other,2022 03 29,USD,Zimbabwe,other,True,Accountant,Kwekwe,50000.0,0,49319.61564518314,0.22,43,0,81,5131.324644531721,divorced,43,Did not default
28935,cf7fb3ef-b6a4-4e0f-9c96-6b0ad22c1089,male,2023 04 02,USD,Zimbabwe,male,True,Data Analyst,Chiredzi,18000.0,1,31672.427812104484,0.16,42,1,72,2703.618134424843,single,42,Defaulted
28936,714a6360-0934-4426-b565-86cfa7b4f37b,female,2023 04 21,USD,Zimbabwe,female,True,Doctor,Masvingo,5000.0,0,29496.42579144964,0.22,51,0,49,1985.5319517799214,married,51,Did not default
28937,72022cfd-40d7-482f-8813-36e2b51cc15b,female,2023 06 16,USD,Zimbabwe,female,True,Accountant,Masvingo,6000.0,0,26756.33041183094,0.23,47,0,46,1970.870516119777,married,47,Did not default
28938,7d24d7e0-77e7-4c4b-a4ba-29775b1a2bc1,male,2021 06 19,USD,Zimbabwe,male,True,Teacher,Gweru,44000.0,0,47221.70039028858,0.21,39,0,69,4082.1650305488265,married,39,Did not default
28939,9a5fc38e-ef7d-48c1-9c5c-d2ccf5b013c5,male,2022 09 30,USD,Zimbabwe,male,True,Engineer,Marondera,26000.0,0,41365.30545850385,0.21,45,0,61,2817.0271731684506,married,45,Did not default
28940,93af2af7-9170-4bde-9433-ac2161847ec3,other,2021 09 27,USD,Zimbabwe,other,True,Accountant,Harare,26000.0,0,37738.454121570976,0.23,40,0,33,1969.1681418974385,divorced,40,Did not default
28941,dde98942-8323-46e4-833c-d54491287ec2,male,2023 08 01,USD,Zimbabwe,male,True,Nurse,Mutare,21000.0,0,27276.873975571143,0.19,48,0,60,2728.7641821191414,single,48,Did not default
28942,9bd6f0fd-8a8b-430b-8f37-fa4e3b7f0b8f,female,2021 09 22,USD,Zimbabwe,female,True,SoftwareDeveloper,Plumtree,3000.0,1,25666.560269722188,0.2,43,1,51,1946.1746213833885, ,43,Did not default
28943,094561d0-0392-4daa-ac1c-e75e2ded855d,other,2022 02 17,USD,Zimbabwe,other,True,Accountant,Harare,5000.0,2,25507.39447235575,0.19,34,2,51,2050.4132158462717,married,34,Defaulted
28944,3493797b-4bfd-4c42-ab4e-3299f85e98ed,other,2020 02 02,USD,Zimbabwe,other,True,Lawyer,Plumtree,21000.0,1,23164.881401442446,0.23,35,1,48,2542.2551480319967,divorced,35,Defaulted
28945,7245a124-1772-4b28-bbbe-aac61b8fea59,male,2023 12 08,USD,Zimbabwe,male,True,Doctor,Marondera,24000.0,0,38583.18195428161,0.23,43,0,53,2721.4032784472092,divorced,43,Did not default
28946,ca866fe6-5e49-46b9-8383-8a288d4f39e0,male,2023 10 30,USD,Zimbabwe,male,True,Accountant,Kadoma,52000.0,2,40026.29105036361,0.21,34,2,70,4641.3074666921175,divorced,34,Did not default
28947,ea3bc92a-252c-4857-9cce-985dbd666565,female,2023 12 22,USD,Zimbabwe,female,True,Nurse,Masvingo,37000.0,0,59412.145280096345,0.18,43,0,55,2980.4403999512133,single,43,Did not default
28948,197bb318-5953-4cf6-a959-d305fc5b3283,male,2023 09 18,USD,Zimbabwe,male,True,Data Analyst,Nyanga,49000.0,0,36560.2995734551,0.23,37,0,46,3219.703028073076,divorced,37,Did not default
28949,853d5c25-d6ef-4f89-b2bd-c738c1aaeb13,other,2023 01 23,USD,Zimbabwe,other,False,,Kadoma,21000.0,0,36241.2852466389,0.21,44,0,48,2324.532979379416,married,44,Did not default
28950,b0b65ca5-0577-4048-88df-18ab48fc81c5,other,2021 07 22,USD,Zimbabwe,other,True,Doctor,Beitbridge,32000.0,0,22527.899761815734,0.23,41,0,39,2319.954640873257,divorced,41,Did not default
28951,fdf5811b-663e-49ca-a315-15123a410fee,other,2023 08 04,USD,Zimbabwe,other,True,Data Analyst,Mutare,28000.0,2,33022.0802979025,0.22,40,2,40,2253.3112978402,married,40,Did not default
28952,2342fcbe-f0b0-4934-812f-049e9bd24cb8,female,2022 04 06,USD,Zimbabwe,female,True,Engineer,Mutare,45000.0,0,28753.087942694663,0.21,44,0,67,3840.2901210095256,married,44,Defaulted
28953,9b130fa3-b7ca-4ece-81b0-1bf2dda61426,female,2022 09 03,USD,Zimbabwe,female,True,Engineer,Plumtree,4000.0,0,25887.07003286967,0.19,50,0,49,1941.340352273487,single,50,Did not default
28954,44f31a01-e644-4421-9103-c520d5cfae25,male,2021 05 19,USD,Zimbabwe,male,True,Data Analyst,Mutare,16000.0,0,38368.207510125394,0.18,50,0,62,2472.661819238335,single,50,Did not default
28955,417e8a76-9df7-4551-9266-06836981e182,other,2020 05 17,USD,Zimbabwe,other,True,Software Developer,Chipinge,41000.0,2,44754.95504142389,0.21,44,2,55,3007.3438582185418,married,44,Did not default
28956,e19ad7af-6315-4a8a-8482-7d0ff321a6b2,female,2021 12 11,USD,Zimbabwe,female,True,Data Analyst,Beitbridge,40000.0,0,52302.91279062603,0.21,44,0,58,3409.2682213503017,single,44,Did not default
28957,c57dc388-5fee-4c7c-9c40-24cfa1d3fbc7,other,2022 06 10,USD,Zimbabwe,other,True,Engineer,Masvingo,47000.0,0,46274.97908111241,0.21,48,0,50,2729.2499736476116, ,48,Did not default
28958,64c2b0b4-599b-422a-81e6-06c13296d835,female,2023 08 07,USD,Zimbabwe,female,True,Data Scientist,Masvingo,31000.0,0,35962.33809478179,0.17,44,0,54,2852.7908953183437,single,44,Did not default
28959,690fd368-a49b-40b3-9703-35e31fe7a76f,female,2021 05 19,USD,Zimbabwe,female,True,Data Analyst,Chimanimani,65000.0,0,74034.67809077722,0.23,48,0,65,4346.139303020011,married,48,Did not default
28960,93d4e478-11ae-41c8-84d7-bd26694ff872,male,2023 01 22,USD,Zimbabwe,male,True,Engineer,Masvingo,44000.0,0,41426.45470415121,0.22,52,0,51,2644.617347428989,single,52,Did not default
28961,0118cfe0-33ed-4cce-b819-aa4862adb5c1,other,2021 09 06,USD,Zimbabwe,other,True,Doctor,Masvingo,33000.0,0,35395.32602458216,0.21,45,0,59,2986.0302350307793,married,45,Did not default
28962,799602e7-8099-4fdf-85e1-d92c09bb21bf,other,2023 01 15,USD,Zimbabwe,other,True,Nurse,Chivhu,35000.0,1,32331.959723555527,0.24,42,1,45,2685.660168169317,divorced,42,Did not default
28963,5b93cbd6-133c-49d1-8931-1c9003a4800e,female,2023 08 10,USD,Zimbabwe,female,True,Nurse,Harare,6000.0,1,25790.308908555522,0.23,44,1,72,2232.594548043082,married,44,Did not default
28964,54ccd159-e022-4dd3-b406-80e3d1106469,female,2020 03 02,USD,Zimbabwe,female,True,Nurse,Mutare,32000.0,0,29069.570193717136,0.21,53,0,34,1961.419109187542,single,53,Did not default
28965,bc19b1d6-dff6-4020-80fb-80725b1454e2,other,2022 12 16,USD,Zimbabwe,other,True,Data Scientist,Mutare,21000.0,0,36157.85631209005,0.19,44,0,58,2739.821531615577,single,44,Did not default
28966,632b5e49-eac6-4f57-abf2-e276ec30f95e,other,2022 10 08,USD,Zimbabwe,other,True,Data Analyst,Nyanga,31000.0,0,35390.92646660502,0.24,46,0,42,2389.9093529374964,married,46,Did not default
28967,a0fb9e0c-3798-4a9e-8ace-4f23971a5694,other,2021 01 15,USD,Zimbabwe,other,True,Doctor,Marondera,35000.0,0,54054.62256356392,0.23,45,0,51,2893.989037303416,divorced,45,Did not default
28968,79a9e5ae-f821-4338-9fc3-f7978a68837e,female,2022 10 24,USD,Zimbabwe,female,True,Data Scientist,Chimanimani,50000.0,0,38395.527752891336,0.22,42,0,43,2759.127345666758,married,42,Did not default
28969,6d8982b9-fe68-488f-837d-83eabf22ebfb,male,2022 10 30,USD,Zimbabwe,male,True,Nurse,Masvingo,38000.0,1,39465.02426786945,0.21,49,1,46,2476.1025264240193,married,49,Did not default
28970,19890a1b-9ca9-4868-904f-e2902e9ccd9f,female,2020 03 25,USD,Zimbabwe,female,True,Engineer,Harare,52000.0,1,34365.84999324966,0.22,43,1,60,3764.809977738327,married,43,Did not default
28971,5cf4c60b-54ce-4542-9d47-7f9116dd29ba,other,2020 07 15,USD,Zimbabwe,other,True,Engineer,Kadoma,36000.0,0,41460.810927563216,0.27,40,0,76,4702.464451058769,divorced,40,Did not default
28972,10f540db-7738-4f6f-a5a5-777bd9c36aaa,female,2021 08 15,USD,Zimbabwe,female,True,Data Analyst,Kwekwe,4000.0,0,26302.045002287352,0.19,48,0,45,1925.9223103937654,single,48,Did not default
28973,4d436149-12df-49e4-bc89-cf8ac87bbd72,female,2023 10 01,USD,Zimbabwe,female,True,Engineer,Mutare,46000.0,0,55696.06036212595,0.19,49,0,62,3216.6730490987857,single,49,Did not default
28974,baac98bf-03b1-4587-9da3-ed616312e78b,other,2023 09 11,USD,Zimbabwe,other,True,Doctor,Harare,5000.0,2,25468.18833288528,0.19,32,2,68,2245.800704113497,divorced,32,Defaulted
28975,9cf70ab4-16eb-4c5e-bed0-8eceb7991160,other,2020 04 15,USD,Zimbabwe,other,True,SoftwareDeveloper,Beitbridge,44000.0,0,35459.22439937284,0.21,46,0,62,3391.9970836856814,married,46,Did not default
28976,f265856a-6438-4591-8751-6c7072e7fbe6,female,2021 03 12,USD,Zimbabwe,female,True,Nurse,Bulawayo,10000.0,0,29647.396717827207,0.23,47,0,41,1984.1779529505002,married,47,Did not default
28977,99b97af8-7198-4426-a7b1-0610f4c5f7a8,other,2021 09 17,USD,Zimbabwe,other,True,Software Developer,Chivhu,32000.0,0,28781.646034159334,0.2,45,0,50,2689.3614130155966, ,45,Did not default
28978,2cf5c5ac-b751-46c1-a087-dcce417dea17,male,2021 11 09,USD,Zimbabwe,male,True,Data Analyst,Marondera,49000.0,0,63808.80967924641,0.2,37,0,56,3698.2498700213728,married,37,Did not default
28979,8dcc0e97-b3f0-4e9a-83bf-c9d7a6757907,female,2021 11 07,USD,Zimbabwe,female,True,Nurse,Rusape,16000.0,0,26079.495192678114,0.22,50,0,39,2024.580665151804,single,50,Did not default
28980,dd7d4ecc-ea58-4b1d-9bae-2edbf542b267,male,2023 08 31,USD,Zimbabwe,male,True,Software Developer,Masvingo,22000.0,0,27893.269999284566,0.23,47,0,54,2528.946528509091,married,47,Did not default
28981,bac1742d-9fc6-4029-8005-964e8bc8f6d8,other,2022 01 12,USD,Zimbabwe,other,True,Accountant,Rusape,25000.0,2,32598.078048546013,0.21,38,2,43,2318.938031946922,divorced,38,Did not default
28982,2c7474d2-a02c-4abf-b4c6-9c565dae4439,other,2022 03 02,USD,Zimbabwe,other,True,Software Developer,Marondera,60000.0,0,42551.29280982219,0.22,54,0,61,3461.4633316260397,single,54,Did not default
28983,0f659ae5-bffb-4284-a4ef-8add30644168,male,2020 06 06,USD,Zimbabwe,male,True,Engineer,Marondera,22000.0,0,28078.627609082003,0.22,46,0,47,2357.5564997090596,married,46,Did not default
28984,c5500314-40ae-4a66-9c45-1d8c3f41b720,male,2023 10 19,USD,Zimbabwe,male,True,Teacher,Nyanga,65000.0,0,62672.5445718405,0.23,36,0,54,4165.282339986697,divorced,36,Did not default
28985,c691f052-873d-432e-940a-7e73a6be300f,male,2021 10 02,USD,Zimbabwe,male,True,Data Scientist,Chimanimani,40000.0,0,41102.3002961868,0.23,37,0,49,3113.196432364596,married,37,Did not default
28986,526a5025-faf3-4414-8bc6-728af34d88e6,male,2022 07 09,USD,Zimbabwe,male,True,Nurse,Masvingo,12000.0,2,28072.22294586617,0.22,42,2,57,2398.9209753918876,married,42,Did not default
28987,3b41b2f1-cc55-4ca2-933e-927b7e17fbdd,male,2021 01 13,USD,Zimbabwe,male,True,Accountant,Mutare,31000.0,0,37606.559396378805,0.22,45,0,49,2734.357542864521,married,45,Did not default
28988,f0480dd3-1a8e-4cb7-89a1-18bb4d665068,male,2020 02 25,USD,Zimbabwe,male,True,SoftwareDeveloper,Masvingo,38000.0,2,30208.46372032973,0.21,47,2,44,2423.8825115182394,married,47,Did not default
28989,d2ef22c5-9082-4097-ba57-2e2f9139c7ba,female,2022 07 02,USD,Zimbabwe,female,True,Engineer,Shurugwi,17000.0,0,28406.48271028488,0.17,51,0,54,2286.5536153613994,single,51,Did not default
28990,f69e8d6a-eb12-46bc-bb27-3a156884880e,male,2023 07 20,USD,Zimbabwe,male,True,Accountant,   Chipinge ,32000.0,0,54994.30268172409,0.23,45,0,55,3053.166436286603,divorced,45,Did not default
28991,cab7cd6e-9ee6-4423-9cb5-14bbbe7d41c4,male,2023 05 15,USD,Zimbabwe,male,True,Data Analyst,Kwekwe,13000.0,2,28009.470556838347,0.2,45,2,65,2428.34402772128,single,45,Defaulted
28992,9d46a0bf-bb40-4c85-8d8a-8428a2ee9739,male,2023 10 12,USD,Zimbabwe,male,True,Teacher,Mutare,20000.0,0,27385.91008667903,0.2,47,0,51,2434.1306867228477,single,47,Did not default
28993,b25135ff-b467-4627-82c3-b0e0c6bd5c90,female,2021 11 04,USD,Zimbabwe,female,True,Engineer,Rusape,11000.0,0,29905.422568869937,0.23,50,0,47,2116.698658273629,single,50,Did not default
28994,97cb984b-567c-4306-a4c2-fa763cd4481d,male,2021 12 07,USD,Zimbabwe,male,True,Engineer, Masvingo   ,33000.0,0,42326.380400803595,0.21,48,0,59,2939.54795038847,married,48,Did not default
28995,837ed8a4-bbc6-4d73-847d-6449085ed75e,other,2020 08 26,USD,Zimbabwe,other,True,Doctor,Harare,24000.0,1,27244.501614685636,0.22,40,1,45,2441.13122496889,divorced,40,Did not default
28996,90e32210-f91d-4429-a7a9-a42e7d6f24a3,male,2023 09 21,USD,Zimbabwe,male,True,SoftwareDeveloper,Mutare,17000.0,0,34060.966063468026,0.22,43,0,67,2725.666714066886,divorced,43,Did not default
28997,45ff4edc-61ba-46c1-92c9-f9dce8925dc3,female,2023 11 28,USD,Zimbabwe,female,True,Engineer,Kwekwe,1000.0,0,24098.818639675133,0.17,47,0,63,1876.5034823440371,single,47,Did not default
28998,91067dec-6128-4f98-bdf0-4080cf44892f,female,2022 08 28,USD,Zimbabwe,female,True,Software Developer,Mutare,56000.0,0,54448.7874809725,0.21,46,0,35,2097.8500499965858,married,46,Did not default
28999,4f4d0558-4721-4c1d-8d32-162c47022b2d,female,2020 11 14,USD,Zimbabwe,female,True,Nurse,Kwekwe,7000.0,0,29281.234798518228,0.18,49,0,56,2085.5588531177486,single,49,Did not default
29000,e478d352-6752-4a5f-a495-3e302e46735d,other,2021 03 20,USD,Zimbabwe,other,True,Data Analyst,Bulawayo,25000.0,0,30223.06485563539,0.19,46,0,50,2630.598728533422,single,46,Did not default
29001,a44e5263-9e97-4a56-b355-c1c7ddb08b45,male,2023 05 31,USD,Zimbabwe,male,True,SoftwareDeveloper,Chivhu,24000.0,0,30341.08871514774,0.21,47,0,45,2299.9959684605546,married,47,Did not default
29002,34ecaa5b-c049-4a07-8d60-d73db43d0340,female,2021 08 30,USD,Zimbabwe,female,True,Nurse,Masvingo,3000.0,0,24991.2005315937,0.19,50,0,51,1912.696019514365,single,50,Did not default
29003,d66412f1-a27f-49b6-aee3-21b2a2d7421a,female,2021 11 19,USD,Zimbabwe,female,True,Engineer,Chimanimani,45000.0,0,34750.1659249333,0.2,45,0,82,4370.683205512715,married,45,Did not default
29004,88a6979c-66d0-4275-95e1-6e1772d02c14,other,2023 01 13,USD,Zimbabwe,other,True,Accountant,Chimanimani,42000.0,1,28863.71418214751,0.24,45,1,53,3172.1040229129903,divorced,45,Did not default
29005,04d54af3-1ba8-458e-8950-c85a8efaec6b,male,2022 08 17,USD,Zimbabwe,male,True,Engineer,Gweru,37000.0,1,53762.13838852641,0.21,50,1,52,2795.184288271464,single,50,Did not default
29006,012a9260-799b-4e30-b5d2-cf16704c996e,female,2020 12 17,USD,Zimbabwe,female,True,Teacher,Rusape,35000.0,0,32501.510887052005,0.18,38,0,57,3363.474518283484,single,38,Did not default
29007,255ecdde-416b-4c0e-9977-e89dc4f0f8d3,female,2022 11 05,USD,Zimbabwe,female,True,Teacher,Chimanimani,39000.0,2,43999.54621933286,0.23,42,2,49,3063.9111643996616,married,42,Did not default
29008,bc9bb730-424a-48dd-85ae-3a6091c78b35,other,2022 09 11,USD,Zimbabwe,other,True,Data Analyst,Rusape,22000.0,1,34854.340573034584,0.2,38,1,36,2055.4165580052095,married,38,Did not default
29009,ba5f8c3a-9582-4347-8687-e4ca1bb8cd9c,male,2021 04 06,USD,Zimbabwe,male,True,Accountant,Mutare,5000.0,0,27148.220835053635,0.21,40,0,43,1943.05027952985,married,40,Defaulted
29010,811b339c-c926-4858-93e1-fd6014aab36e,male,2022 02 06,USD,Zimbabwe,male,True,Data Scientist,Chipinge,32000.0,2,39908.51479305004,0.22,48,2,48,2398.2454871023942, ,48,Defaulted
29011,72820bab-a8f4-4b2f-8627-ae21530aee62,female,2020 09 11,USD,Zimbabwe,female,False,,Mutare,13000.0,0,28217.268467384318,0.21,47,0,65,2428.453243910134,married,47,Did not default
29012,906d165d-acb3-4ba7-8050-6ee6ea6c3925,male,2021 11 04,USD,Zimbabwe,male,True,Nurse,Beitbridge,50000.0,0,57431.37981076023,0.23,40,0,39,2433.1819705804614,divorced,40,Did not default
29013,c3ab2305-ab9f-47cd-b002-baeae47bed19,female,2022 07 30,USD,Zimbabwe,female,True,Engineer,Chipinge,28000.0,0,33441.396442468395,0.21,52,0,51,2447.8454483190985,single,52,Did not default
29014,0577c84e-4180-4c0e-b21c-b4bb5728b5ec,female,2021 03 09,USD,Zimbabwe,female,True,Software Developer,Bulawayo,12000.0,0,30868.736573932078,0.22,51,0,25,1721.7054836160773,single,51,Did not default
29015,4bdb26a9-0556-4293-9ae8-c06e7ab922dd,other,2022 10 12,USD,Zimbabwe,other,True,Engineer,Beitbridge,18000.0,1,29857.17239497909,0.21,41,1,45,2211.8795885130535,married,41,Did not default
29016,b8378ee3-645d-4195-9e75-3b4861f11113,male,2020 02 11,USD,Zimbabwe,male,True,Software Developer,Chimanimani,55000.0,1,76060.89443192809,0.2,44,1,18,1062.6908865015325,married,44,Did not default
29017,3abe39a5-d5c5-4d6c-9b61-9077286f5993,male,2021 05 26,USD,Zimbabwe,male,True,Nurse,Gweru,12000.0,1,33173.93882021146,0.24,36,1,61,2663.397870435242,divorced,36,Did not default
29018,a6ec7e8e-2a4d-4b34-8906-796aff970e12,female,2022 10 19,USD,Zimbabwe,female,True,Accountant,Beitbridge,46000.0,0,33362.34710872378,0.22,45,0,70,4329.6286028191835,married,45,Did not default
29019,7d05da8c-022c-49e1-b5c3-9dc6ff430274,male,2023 12 20,USD,Zimbabwe,male,True,Teacher,Chimanimani,51000.0,0,65150.4859269161,0.19,42,0,59,3611.683632912728,single,42,Did not default
29020,c4a306fa-f8ce-4453-a3d9-a7bf963262f7,male,2020 11 03,USD,Zimbabwe,male,True,Software Developer,Masvingo,20000.0,0,32448.33423191133,0.23,42,0,60,2731.5768720849674,divorced,42,Did not default
29021,52cc4a53-e437-47b9-ab97-7f1836a547a2,other,2022 04 14,USD,Zimbabwe,other,True,Engineer,Mutare,37000.0,0,39470.527597536566,0.2,47,0,64,3255.72558100922,married,47,Did not default
29022,7eafa03a-5465-45b2-89f7-64a7957c384a,female,2022 11 26,USD,Zimbabwe,female,True,Doctor,Nyanga,42000.0,0,38180.65883965693,0.22,42,0,38,2236.322463627808,divorced,42,Did not default
29023,b803d62a-b105-4804-af2d-8791e729dea1,male,2020 10 14,USD,Zimbabwe,male,True,Engineer,Marondera,38000.0,0,33226.67258868475,0.21,54,0,39,2138.568005031905,single,54,Did not default
